Date,Anomaly Moving Average
2016-10-01,0.00187499999999996
2016-11-01,0.00374999999999992
2016-12-01,0.00770833333333365
2017-01-01,0.00749999999999984
2017-02-01,0.01041666666666674
2017-03-01,0.009583333333333277
2017-04-01,0.007291666666666696
2017-05-01,0.005208333333333259
2017-06-01,0.0014583333333333393
2017-07-01,0.0047916666666667496
2017-08-01,0.00374999999999992
2017-09-01,0.002083333333333326
2017-10-01,0.0047916666666667496
2017-11-01,0.002083333333333326
2017-12-01,0.005416666666666514
2018-01-01,0.001875000000000071
2018-02-01,0.006250000000000089
2018-03-01,0.00187499999999996
2018-04-01,0.002291666666666803
2018-05-01,-2.220446049250313e-16
2018-06-01,0.0016666666666667052
2018-07-01,0.003958333333333397
2018-08-01,-0.00020833333333325488
2018-09-01,-0.0004166666666667318
2018-10-01,0.004583333333333273
2018-11-01,0.003541666666666665
2018-12-01,0.0029166666666666785
2019-01-01,0.001875000000000071
2019-02-01,0.0008333333333332416
2019-03-01,0.004583333333333273
2019-04-01,0.004583333333333273
2019-05-01,0.0016666666666668162
2019-06-01,0.0010416666666666075
2019-07-01,0.0027083333333334236
2019-08-01,0.002083333333333215
2019-09-01,0.0004166666666667318
2019-10-01,-0.0010416666666666075
2019-11-01,-0.0014583333333333393
2019-12-01,-0.0004166666666667318
2020-01-01,-0.0010416666666664964
2020-02-01,-0.0027083333333334236
2020-03-01,-0.004166666666666874
2020-04-01,-0.00020833333333314386
2020-05-01,0.0006250000000000977
2020-06-01,0.001874999999999849
2020-07-01,0.0006250000000000977
2020-08-01,-0.002083333333333437
2020-09-01,0.0010416666666668295
2020-10-01,0.0006249999999999867
2020-11-01,0.0027083333333332016
2020-12-01,-0.0014583333333333393
2021-01-01,-0.004375000000000018
2021-02-01,-0.009166666666666545
2021-03-01,-0.0050000000000001155
2021-04-01,-0.0031249999999999334
2021-05-01,-0.002083333333333326
2021-06-01,0.0014583333333333393
2021-07-01,0.0010416666666666075
2021-08-01,0.0002083333333333659
2021-09-01,0.0014583333333333393
2021-10-01,0.0016666666666664831
2021-11-01,0.0008333333333334636
2021-12-01,-0.0014583333333333393
2022-01-01,0.0016666666666667052
2022-02-01,0.00020833333333325488
2022-03-01,0.003958333333333397
2022-04-01,-0.0004166666666667318
2022-05-01,-0.00020833333333325488
2022-06-01,0.0025000000000000577
2022-07-01,0.0012499999999999734
2022-08-01,0.002291666666666581
2022-09-01,0.0010416666666666075
2022-10-01,-0.0010416666666666075
2022-11-01,-0.001875000000000071
2022-12-01,-0.002291666666666581
2023-01-01,-0.0006250000000000977
2023-02-01,0.002083333333333548
2023-03-01,0.0016666666666665941
2023-04-01,-0.0010416666666666075
2023-05-01,0.0012499999999999734
2023-06-01,0.0033333333333334103
2023-07-01,0.005416666666666625
2023-08-01,0.006666666666666599
2023-09-01,0.009791666666666643
2023-10-01,0.007500000000000062
2023-11-01,0.009375000000000022
2023-12-01,0.005833333333333357
2024-01-01,0.0027083333333332016
2024-02-01,0.003958333333333508
